sample_id,session_id,ts,rpm,speed_kph,engine_load_pct,coolant_temp_c,intake_temp_c,maf_gps,throttle_pct,stft_b1_pct,ltft_b1_pct,timing_adv_deg,fuel_press_kpa,o2_b1s1_v
562,5,2017-11-02T13:28:32.720Z,1723.0,28.0,44.3137245178,,,38.3600006104,,,,,,
563,5,2017-11-02T13:28:33.020Z,1723.0,28.0,31.372549057,,,38.3600006104,,,,,,
564,5,2017-11-02T13:28:33.720Z,1723.0,30.0,31.372549057,,,38.3600006104,,,,,,
565,5,2017-11-02T13:28:33.820Z,1317.0,30.0,31.372549057,,,28.2999992371,,,,,,
566,5,2017-11-02T13:28:34.720Z,1317.0,32.0,31.372549057,,,28.2999992371,,,,,,
567,5,2017-11-02T13:28:35.920Z,1308.0,33.0,31.372549057,,,25.0499992371,,,,,,
568,5,2017-11-02T13:28:37.020Z,1308.0,34.0,31.372549057,,,25.0499992371,,,,,,
569,5,2017-11-02T13:28:38.120Z,1231.0,33.0,11.372549057,,,8.47999954224,,,,,,
570,5,2017-11-02T13:28:39.220Z,1231.0,32.0,11.372549057,,,8.47999954224,,,,,,
571,5,2017-11-02T13:28:40.220Z,1209.0,31.0,11.372549057,,,8.57999992371,,,,,,
572,5,2017-11-02T13:28:42.320Z,1172.0,30.0,11.372549057,,,8.35999965668,,,,,,
573,5,2017-11-02T13:28:43.320Z,1172.0,30.0,11.764705658,,,8.35999965668,,,,,,
574,5,2017-11-02T13:28:43.420Z,1172.0,29.0,11.764705658,,,8.35999965668,,,,,,
575,5,2017-11-02T13:28:44.320Z,1108.0,29.0,11.764705658,,,8.06000041962,,,,,,
576,5,2017-11-02T13:28:44.420Z,1108.0,28.0,11.764705658,,,8.06000041962,,,,,,
577,5,2017-11-02T13:28:46.420Z,1123.0,28.0,11.764705658,,,12.1000003815,,,,,,
578,5,2017-11-02T13:28:46.520Z,1123.0,29.0,11.764705658,,,12.1000003815,,,,,,
579,5,2017-11-02T13:28:47.520Z,1123.0,30.0,11.764705658,,,12.1000003815,,,,,,
580,5,2017-11-02T13:28:48.520Z,1197.0,30.0,16.0784320831,,,11.4399995804,,,,,,
581,5,2017-11-02T13:28:50.620Z,1185.0,30.0,16.0784320831,,,8.03999996185,,,,,,
582,5,2017-11-02T13:28:52.720Z,1284.0,32.0,16.0784320831,,,23.3199996948,,,,,,
583,5,2017-11-02T13:28:53.720Z,1284.0,32.0,14.509803772,,,23.3199996948,,,,,,
584,5,2017-11-02T13:28:54.720Z,1237.0,32.0,14.509803772,,,6.82000017166,,,,,,
585,5,2017-11-02T13:28:56.820Z,1110.0,32.0,14.509803772,,,7.88000011444,,,,,,
586,5,2017-11-02T13:28:56.920Z,1110.0,30.0,14.509803772,,,7.88000011444,,,,,,
587,5,2017-11-02T13:28:57.920Z,1110.0,13.0,14.509803772,,,7.88000011444,,,,,,
588,5,2017-11-02T13:28:58.920Z,990.0,13.0,16.862745285,,,9.48999977112,,,,,,
589,5,2017-11-02T13:29:00.020Z,990.0,7.0,16.862745285,,,9.48999977112,,,,,,
590,5,2017-11-02T13:29:01.020Z,813.0,7.0,16.862745285,,,8.68999958038,,,,,,
591,5,2017-11-02T13:29:03.120Z,1383.0,15.0,16.862745285,,,25.5499992371,,,,,,
592,5,2017-11-02T13:29:04.120Z,1383.0,15.0,29.0196075439,,,25.5499992371,,,,,,
593,5,2017-11-02T13:29:05.120Z,1424.0,15.0,29.0196075439,,,29.9300003052,,,,,,
594,5,2017-11-02T13:29:05.220Z,1424.0,19.0,29.0196075439,,,29.9300003052,,,,,,
595,5,2017-11-02T13:29:06.220Z,1424.0,23.0,29.0196075439,,,29.9300003052,,,,,,
596,5,2017-11-02T13:29:07.220Z,1686.0,23.0,29.0196075439,,,24.3099994659,,,,,,
597,5,2017-11-02T13:29:07.320Z,1686.0,26.0,29.0196075439,,,24.3099994659,,,,,,
598,5,2017-11-02T13:29:08.320Z,1686.0,28.0,29.0196075439,,,24.3099994659,,,,,,
599,5,2017-11-02T13:29:09.320Z,1291.0,28.0,35.2941169739,,,26.9899997711,,,,,,
600,5,2017-11-02T13:29:09.420Z,1291.0,30.0,35.2941169739,,,26.9899997711,,,,,,
601,5,2017-11-02T13:29:10.520Z,1291.0,32.0,35.2941169739,,,26.9899997711,,,,,,
602,5,2017-11-02T13:29:12.220Z,1339.0,34.0,35.2941169739,,,10.970000267,,,,,,
603,5,2017-11-02T13:29:14.220Z,1407.0,35.0,35.2941169739,,,19.0499992371,,,,,,
604,5,2017-11-02T13:29:14.320Z,1407.0,35.0,22.745098114,,,19.0499992371,,,,,,
605,5,2017-11-02T13:29:15.320Z,1407.0,36.0,22.745098114,,,19.0499992371,,,,,,
606,5,2017-11-02T13:29:16.320Z,1401.0,36.0,22.745098114,,,10.6400003433,,,,,,
607,5,2017-11-02T13:29:18.320Z,1391.0,36.0,22.745098114,,,11.25,,,,,,
608,5,2017-11-02T13:29:18.420Z,1391.0,35.0,22.745098114,,,11.25,,,,,,
609,5,2017-11-02T13:29:19.420Z,1391.0,35.0,12.9411764145,,,11.25,,,,,,
610,5,2017-11-02T13:29:20.420Z,1370.0,35.0,12.9411764145,,,9.02000045776,,,,,,
611,5,2017-11-02T13:29:21.520Z,1370.0,31.0,12.9411764145,,,9.02000045776,,,,,,
612,5,2017-11-02T13:29:22.520Z,1186.0,31.0,12.9411764145,,,7.88000011444,,,,,,
613,5,2017-11-02T13:29:22.620Z,1186.0,26.0,12.9411764145,,,7.88000011444,,,,,,
614,5,2017-11-02T13:29:24.620Z,1058.0,13.0,12.1568632126,,,7.59000015259,,,,,,
615,5,2017-11-02T13:29:26.720Z,1037.0,10.0,12.1568632126,,,10.279999733,,,,,,
616,5,2017-11-02T13:29:27.820Z,727.0,10.0,12.1568632126,,,10.279999733,,,,,,
617,5,2017-11-02T13:29:27.920Z,727.0,10.0,12.1568632126,,,8.06000041962,,,,,,
618,5,2017-11-02T13:29:28.020Z,727.0,10.0,18.4313735962,,,8.06000041962,,,,,,
619,5,2017-11-02T13:29:28.620Z,727.0,0.0,18.4313735962,,,8.06000041962,,,,,,
620,5,2017-11-02T13:29:29.620Z,727.0,0.0,18.4313735962,,,8.06000041962,,,,,,
621,5,2017-11-02T13:29:29.720Z,763.0,0.0,18.4313735962,,,8.06000041962,,,,,,
622,5,2017-11-02T13:29:29.820Z,763.0,0.0,36.4705886841,,,17.0400009155,,,,,,
623,5,2017-11-02T13:29:30.420Z,763.0,6.0,36.4705886841,,,17.0400009155,,,,,,
624,5,2017-11-02T13:29:31.720Z,1255.0,6.0,36.4705886841,,,17.0400009155,,,,,,
625,5,2017-11-02T13:29:31.820Z,1255.0,6.0,36.4705886841,,,26.4699993134,,,,,,
626,5,2017-11-02T13:29:32.520Z,1255.0,12.0,36.4705886841,,,26.4699993134,,,,,,
627,5,2017-11-02T13:29:33.520Z,1255.0,16.0,36.4705886841,,,26.4699993134,,,,,,
628,5,2017-11-02T13:29:33.720Z,1834.0,16.0,36.4705886841,,,26.4699993134,,,,,,
629,5,2017-11-02T13:29:33.820Z,1834.0,16.0,36.4705886841,,,34.5999984741,,,,,,
630,5,2017-11-02T13:29:34.620Z,1834.0,19.0,36.4705886841,,,34.5999984741,,,,,,
631,5,2017-11-02T13:29:34.920Z,1834.0,19.0,38.8235282898,,,34.5999984741,,,,,,
632,5,2017-11-02T13:29:35.620Z,1834.0,24.0,38.8235282898,,,34.5999984741,,,,,,
633,5,2017-11-02T13:29:35.720Z,1749.0,24.0,38.8235282898,,,34.5999984741,,,,,,
634,5,2017-11-02T13:29:35.820Z,1749.0,24.0,38.8235282898,,,47.8600006104,,,,,,
635,5,2017-11-02T13:29:36.720Z,1749.0,29.0,38.8235282898,,,47.8600006104,,,,,,
636,5,2017-11-02T13:29:37.720Z,1473.0,33.0,38.8235282898,,,47.8600006104,,,,,,
637,5,2017-11-02T13:29:37.820Z,1473.0,33.0,38.8235282898,,,27.8400001526,,,,,,
638,5,2017-11-02T13:29:38.720Z,1473.0,35.0,38.8235282898,,,27.8400001526,,,,,,
639,5,2017-11-02T13:29:39.820Z,1370.0,36.0,38.8235282898,,,7.30999994278,,,,,,
640,5,2017-11-02T13:29:39.920Z,1370.0,36.0,9.41176509857,,,7.30999994278,,,,,,
641,5,2017-11-02T13:29:40.820Z,1370.0,32.0,9.41176509857,,,7.30999994278,,,,,,
642,5,2017-11-02T13:29:41.920Z,983.0,27.0,9.41176509857,,,7.13999986649,,,,,,
643,5,2017-11-02T13:29:42.920Z,983.0,19.0,9.41176509857,,,7.13999986649,,,,,,
644,5,2017-11-02T13:29:43.920Z,964.0,11.0,9.41176509857,,,9.35000038147,,,,,,
645,5,2017-11-02T13:29:45.020Z,964.0,4.0,9.41176509857,,,9.35000038147,,,,,,
646,5,2017-11-02T13:29:45.120Z,964.0,4.0,23.137254715,,,9.35000038147,,,,,,
647,5,2017-11-02T13:29:45.220Z,707.0,4.0,23.137254715,,,9.35000038147,,,,,,
648,5,2017-11-02T13:29:45.320Z,707.0,4.0,23.137254715,,,8.14000034332,,,,,,
649,5,2017-11-02T13:29:45.420Z,707.0,4.0,19.2156867981,,,8.14000034332,,,,,,
650,5,2017-11-02T13:29:46.020Z,707.0,0.0,19.2156867981,,,8.14000034332,,,,,,
651,5,2017-11-02T13:29:47.220Z,638.0,0.0,19.2156867981,,,8.14000034332,,,,,,
652,5,2017-11-02T13:29:48.320Z,850.0,0.0,19.2156867981,,,8.14000034332,,,,,,
653,5,2017-11-02T13:29:48.420Z,850.0,0.0,19.2156867981,,,10.5799999237,,,,,,
654,5,2017-11-02T13:29:48.520Z,850.0,0.0,20.392156601,,,10.5799999237,,,,,,
655,5,2017-11-02T13:29:49.120Z,850.0,6.0,20.392156601,,,10.5799999237,,,,,,
656,5,2017-11-02T13:29:50.220Z,850.0,6.0,20.392156601,,,10.5799999237,,,,,,
657,5,2017-11-02T13:29:50.320Z,928.0,6.0,20.392156601,,,10.5799999237,,,,,,
658,5,2017-11-02T13:29:50.420Z,928.0,6.0,20.392156601,,,11.0,,,,,,
659,5,2017-11-02T13:29:51.220Z,928.0,8.0,20.392156601,,,11.0,,,,,,
660,5,2017-11-02T13:29:52.320Z,722.0,6.0,20.392156601,,,11.0,,,,,,
661,5,2017-11-02T13:29:52.420Z,722.0,6.0,20.392156601,,,9.13000011444,,,,,,
662,5,2017-11-02T13:29:53.320Z,722.0,1.0,20.392156601,,,9.13000011444,,,,,,
663,5,2017-11-02T13:29:53.420Z,658.0,1.0,20.392156601,,,7.13999986649,,,,,,
664,5,2017-11-02T13:29:53.520Z,658.0,1.0,18.4313735962,,,7.13999986649,,,,,,
665,5,2017-11-02T13:29:54.120Z,658.0,0.0,18.4313735962,,,7.13999986649,,,,,,
666,5,2017-11-02T13:29:55.420Z,629.0,0.0,18.4313735962,,,7.13999986649,,,,,,
667,5,2017-11-02T13:29:57.220Z,629.0,0.0,18.4313735962,,,7.13999986649,,,,,,
668,5,2017-11-02T13:29:57.320Z,653.0,0.0,18.4313735962,,,7.13999986649,,,,,,
669,5,2017-11-02T13:29:57.420Z,653.0,0.0,27.4509811401,,,11.7100000381,,,,,,
670,5,2017-11-02T13:29:58.020Z,653.0,4.0,27.4509811401,,,11.7100000381,,,,,,
671,5,2017-11-02T13:29:59.320Z,839.0,4.0,27.4509811401,,,11.7100000381,,,,,,
672,5,2017-11-02T13:29:59.420Z,839.0,4.0,27.4509811401,,,10.6099996567,,,,,,
673,5,2017-11-02T13:30:00.120Z,839.0,7.0,27.4509811401,,,10.6099996567,,,,,,
674,5,2017-11-02T13:30:01.120Z,839.0,9.0,27.4509811401,,,10.6099996567,,,,,,
675,5,2017-11-02T13:30:01.320Z,993.0,9.0,27.4509811401,,,10.6099996567,,,,,,
676,5,2017-11-02T13:30:01.420Z,993.0,9.0,27.4509811401,,,9.02000045776,,,,,,
677,5,2017-11-02T13:30:02.220Z,993.0,8.0,27.4509811401,,,9.02000045776,,,,,,
678,5,2017-11-02T13:30:02.520Z,993.0,8.0,18.0392150879,,,9.02000045776,,,,,,
679,5,2017-11-02T13:30:03.220Z,993.0,4.0,18.0392150879,,,9.02000045776,,,,,,
680,5,2017-11-02T13:30:03.320Z,753.0,4.0,18.0392150879,,,9.02000045776,,,,,,
681,5,2017-11-02T13:30:03.420Z,753.0,4.0,18.0392150879,,,9.69999980927,,,,,,
682,5,2017-11-02T13:30:04.320Z,753.0,6.0,18.0392150879,,,9.69999980927,,,,,,
683,5,2017-11-02T13:30:05.320Z,1748.0,13.0,18.0392150879,,,9.69999980927,,,,,,
684,5,2017-11-02T13:30:05.420Z,1748.0,13.0,18.0392150879,,,44.8600006104,,,,,,
685,5,2017-11-02T13:30:06.320Z,1748.0,19.0,18.0392150879,,,44.8600006104,,,,,,
686,5,2017-11-02T13:30:07.420Z,1775.0,24.0,18.0392150879,,,44.4700012207,,,,,,
687,5,2017-11-02T13:30:07.520Z,1775.0,24.0,43.1372566223,,,44.4700012207,,,,,,
688,5,2017-11-02T13:30:08.420Z,1775.0,29.0,43.1372566223,,,44.4700012207,,,,,,
689,5,2017-11-02T13:30:09.520Z,1372.0,31.0,43.1372566223,,,14.5,,,,,,
690,5,2017-11-02T13:30:11.520Z,1008.0,28.0,43.1372566223,,,7.03999996185,,,,,,
691,5,2017-11-02T13:30:13.320Z,1008.0,23.0,11.372549057,,,7.03999996185,,,,,,
692,5,2017-11-02T13:30:13.520Z,896.0,23.0,11.372549057,,,9.07999992371,,,,,,
693,5,2017-11-02T13:30:14.320Z,896.0,10.0,11.372549057,,,9.07999992371,,,,,,
694,5,2017-11-02T13:30:15.420Z,896.0,7.0,11.372549057,,,9.07999992371,,,,,,
695,5,2017-11-02T13:30:15.520Z,942.0,7.0,11.372549057,,,12.1000003815,,,,,,
696,5,2017-11-02T13:30:17.420Z,942.0,8.0,11.372549057,,,12.1000003815,,,,,,
697,5,2017-11-02T13:30:17.520Z,872.0,8.0,11.372549057,,,10.3100004196,,,,,,
698,5,2017-11-02T13:30:18.320Z,872.0,8.0,21.1764717102,,,10.3100004196,,,,,,
699,5,2017-11-02T13:30:19.620Z,995.0,8.0,21.1764717102,,,12.0,,,,,,
700,5,2017-11-02T13:30:21.620Z,823.0,7.0,21.1764717102,,,8.03999996185,,,,,,
701,5,2017-11-02T13:30:22.720Z,823.0,3.0,21.1764717102,,,8.03999996185,,,,,,
702,5,2017-11-02T13:30:23.720Z,763.0,3.0,22.3529415131,,,10.0900001526,,,,,,
703,5,2017-11-02T13:30:24.820Z,763.0,6.0,22.3529415131,,,10.0900001526,,,,,,
704,5,2017-11-02T13:30:25.820Z,796.0,5.0,22.3529415131,,,7.07999992371,,,,,,
705,5,2017-11-02T13:30:27.920Z,687.0,2.0,22.3529415131,,,7.96999979019,,,,,,
706,5,2017-11-02T13:30:28.020Z,636.0,2.0,22.3529415131,,,7.96999979019,,,,,,
707,5,2017-11-02T13:30:28.120Z,636.0,2.0,22.3529415131,,,6.71000003815,,,,,,
708,5,2017-11-02T13:30:28.220Z,636.0,2.0,18.0392150879,,,6.71000003815,,,,,,
709,5,2017-11-02T13:30:28.720Z,636.0,0.0,18.0392150879,,,6.71000003815,,,,,,
710,5,2017-11-02T13:30:30.020Z,604.0,0.0,18.0392150879,,,6.71000003815,,,,,,
711,5,2017-11-02T13:30:32.020Z,591.0,0.0,18.0392150879,,,6.71000003815,,,,,,
712,5,2017-11-02T13:30:33.120Z,591.0,0.0,18.0392150879,,,6.09999990463,,,,,,
713,5,2017-11-02T13:30:33.220Z,591.0,0.0,17.254901886,,,6.09999990463,,,,,,
714,5,2017-11-02T13:30:33.920Z,591.0,0.0,17.254901886,,,6.09999990463,,,,,,
715,5,2017-11-02T13:30:34.020Z,1061.0,0.0,17.254901886,,,6.09999990463,,,,,,
716,5,2017-11-02T13:30:34.120Z,1061.0,0.0,17.254901886,,,19.1200008392,,,,,,
717,5,2017-11-02T13:30:34.220Z,1061.0,0.0,30.1960792542,,,19.1200008392,,,,,,
718,5,2017-11-02T13:30:34.720Z,1061.0,7.0,30.1960792542,,,19.1200008392,,,,,,
719,5,2017-11-02T13:30:36.020Z,1219.0,7.0,30.1960792542,,,19.1200008392,,,,,,
720,5,2017-11-02T13:30:36.120Z,1219.0,7.0,30.1960792542,,,23.5900001526,,,,,,
721,5,2017-11-02T13:30:36.820Z,1219.0,10.0,30.1960792542,,,23.5900001526,,,,,,
722,5,2017-11-02T13:30:37.920Z,1219.0,9.0,30.1960792542,,,23.5900001526,,,,,,
723,5,2017-11-02T13:30:38.020Z,903.0,9.0,30.1960792542,,,23.5900001526,,,,,,
724,5,2017-11-02T13:30:38.120Z,903.0,9.0,30.1960792542,,,9.35000038147,,,,,,
725,5,2017-11-02T13:30:38.920Z,903.0,5.0,30.1960792542,,,9.35000038147,,,,,,
726,5,2017-11-02T13:30:39.020Z,903.0,5.0,30.1960792542,,,9.35000038147,,,,,,
727,5,2017-11-02T13:30:39.220Z,903.0,5.0,21.5686283112,,,9.35000038147,,,,,,
728,5,2017-11-02T13:30:39.920Z,903.0,3.0,21.5686283112,,,9.35000038147,,,,,,
729,5,2017-11-02T13:30:40.020Z,704.0,3.0,21.5686283112,,,9.35000038147,,,,,,
730,5,2017-11-02T13:30:40.120Z,704.0,3.0,21.5686283112,,,8.5,,,,,,
731,5,2017-11-02T13:30:40.220Z,704.0,3.0,20.392156601,,,8.5,,,,,,
732,5,2017-11-02T13:30:40.720Z,704.0,0.0,20.392156601,,,8.5,,,,,,
733,5,2017-11-02T13:30:41.820Z,669.0,0.0,20.392156601,,,8.5,,,,,,
734,5,2017-11-02T13:30:41.920Z,669.0,0.0,20.392156601,,,7.59000015259,,,,,,
735,5,2017-11-02T13:30:42.020Z,669.0,0.0,18.8235301971,,,7.59000015259,,,,,,
736,5,2017-11-02T13:30:42.620Z,669.0,1.0,18.8235301971,,,7.59000015259,,,,,,
737,5,2017-11-02T13:30:43.720Z,640.0,1.0,18.8235301971,,,7.59000015259,,,,,,
738,5,2017-11-02T13:30:43.820Z,640.0,1.0,18.4313735962,,,7.13999986649,,,,,,
739,5,2017-11-02T13:30:44.420Z,640.0,0.0,18.4313735962,,,7.13999986649,,,,,,
740,5,2017-11-02T13:30:45.520Z,998.0,0.0,18.4313735962,,,7.13999986649,,,,,,
741,5,2017-11-02T13:30:45.620Z,998.0,0.0,18.4313735962,,,20.2800006866,,,,,,
742,5,2017-11-02T13:30:45.720Z,998.0,0.0,34.1176490784,,,20.2800006866,,,,,,
743,5,2017-11-02T13:30:46.320Z,998.0,8.0,34.1176490784,,,20.2800006866,,,,,,
744,5,2017-11-02T13:30:47.520Z,1340.0,8.0,34.1176490784,,,20.2800006866,,,,,,
745,6,2017-11-02T13:51:53.106Z,1239.0,16.0,21.9607849121,,,6.69999980927,,,,,,
746,6,2017-11-02T13:51:54.106Z,1239.0,19.0,21.9607849121,,,6.69999980927,,,,,,
747,6,2017-11-02T13:51:54.706Z,1028.0,19.0,21.9607849121,,,10.6599998474,,,,,,
748,6,2017-11-02T13:51:55.206Z,1028.0,22.0,21.9607849121,,,10.6599998474,,,,,,
749,6,2017-11-02T13:51:55.706Z,1028.0,22.0,81.1764755249,,,10.6599998474,,,,,,
750,6,2017-11-02T13:51:56.206Z,1028.0,26.0,81.1764755249,,,10.6599998474,,,,,,
751,6,2017-11-02T13:51:56.806Z,1395.0,26.0,81.1764755249,,,16.0799999237,,,,,,
752,6,2017-11-02T13:51:57.206Z,1395.0,29.0,81.1764755249,,,16.0799999237,,,,,,
753,6,2017-11-02T13:51:57.806Z,1395.0,29.0,81.1764755249,,,16.0799999237,,,,,,
754,6,2017-11-02T13:51:58.306Z,1395.0,31.0,81.1764755249,,,16.0799999237,,,,,,
755,6,2017-11-02T13:51:58.906Z,1742.0,31.0,81.1764755249,,,15.6000003815,,,,,,
756,6,2017-11-02T13:52:00.406Z,1742.0,32.0,81.1764755249,,,15.6000003815,,,,,,
757,6,2017-11-02T13:52:00.906Z,1268.0,32.0,63.5294113159,,,11.8000001907,,,,,,
758,6,2017-11-02T13:52:01.406Z,1268.0,33.0,63.5294113159,,,11.8000001907,,,,,,
759,6,2017-11-02T13:52:03.006Z,1883.0,33.0,63.5294113159,,,4.63999986649,,,,,,
760,6,2017-11-02T13:52:03.506Z,1883.0,32.0,63.5294113159,,,4.63999986649,,,,,,
761,6,2017-11-02T13:52:04.506Z,1883.0,31.0,63.5294113159,,,4.63999986649,,,,,,
762,6,2017-11-02T13:52:05.106Z,1544.0,31.0,63.5294113159,,,4.48000001907,,,,,,
763,6,2017-11-02T13:52:05.506Z,1544.0,29.0,63.5294113159,,,4.48000001907,,,,,,
764,6,2017-11-02T13:52:06.106Z,1544.0,29.0,20.7843132019,,,4.48000001907,,,,,,
765,6,2017-11-02T13:52:06.606Z,1544.0,26.0,20.7843132019,,,4.48000001907,,,,,,
766,6,2017-11-02T13:52:07.206Z,1381.0,26.0,20.7843132019,,,4.59999990463,,,,,,
767,6,2017-11-02T13:52:07.606Z,1381.0,20.0,20.7843132019,,,4.59999990463,,,,,,
768,6,2017-11-02T13:52:08.206Z,1381.0,20.0,20.7843132019,,,4.59999990463,,,,,,
769,6,2017-11-02T13:52:08.706Z,1381.0,14.0,20.7843132019,,,4.59999990463,,,,,,
770,6,2017-11-02T13:52:09.206Z,1330.0,14.0,20.7843132019,,,4.59999990463,,,,,,
771,6,2017-11-02T13:52:09.306Z,1330.0,14.0,20.7843132019,,,4.51999998093,,,,,,
772,6,2017-11-02T13:52:09.706Z,1330.0,9.0,20.7843132019,,,4.51999998093,,,,,,
773,6,2017-11-02T13:52:11.306Z,1124.0,9.0,101.568626404,,,9.53999996185,,,,,,
774,6,2017-11-02T13:52:11.806Z,1124.0,13.0,101.568626404,,,9.53999996185,,,,,,
775,6,2017-11-02T13:52:12.806Z,1124.0,18.0,101.568626404,,,9.53999996185,,,,,,
776,6,2017-11-02T13:52:13.406Z,1367.0,18.0,101.568626404,,,15.7899999619,,,,,,
777,6,2017-11-02T13:52:13.906Z,1367.0,23.0,101.568626404,,,15.7899999619,,,,,,
778,6,2017-11-02T13:52:14.906Z,1367.0,24.0,101.568626404,,,15.7899999619,,,,,,
779,6,2017-11-02T13:52:16.206Z,1752.0,24.0,101.568626404,,,12.8999996185,,,,,,
780,6,2017-11-02T13:52:16.406Z,1752.0,24.0,79.2156906128,,,12.8999996185,,,,,,
781,6,2017-11-02T13:52:17.206Z,1752.0,27.0,79.2156906128,,,12.8999996185,,,,,,
782,6,2017-11-02T13:52:18.206Z,1661.0,27.0,79.2156906128,,,15.6899995804,,,,,,
783,6,2017-11-02T13:52:18.306Z,1661.0,30.0,79.2156906128,,,15.6899995804,,,,,,
784,6,2017-11-02T13:52:18.406Z,1661.0,30.0,79.2156906128,,,15.6899995804,,,,,,
785,6,2017-11-02T13:52:19.306Z,1661.0,35.0,79.2156906128,,,15.6899995804,,,,,,
786,6,2017-11-02T13:52:20.206Z,1938.0,35.0,79.2156906128,,,14.6400003433,,,,,,
787,6,2017-11-02T13:52:21.406Z,1938.0,37.0,36.8627471924,,,14.6400003433,,,,,,
788,6,2017-11-02T13:52:22.206Z,1466.0,37.0,36.8627471924,,,7.78999996185,,,,,,
789,6,2017-11-02T13:52:22.406Z,1466.0,39.0,36.8627471924,,,7.78999996185,,,,,,
790,6,2017-11-02T13:52:23.506Z,1466.0,39.0,36.8627471924,,,7.78999996185,,,,,,
791,6,2017-11-02T13:52:24.306Z,1642.0,39.0,36.8627471924,,,7.78999996185,,,,,,
792,6,2017-11-02T13:52:24.506Z,1642.0,41.0,36.8627471924,,,7.78999996185,,,,,,
793,6,2017-11-02T13:52:25.606Z,1642.0,43.0,36.8627471924,,,7.78999996185,,,,,,
794,6,2017-11-02T13:52:26.606Z,1781.0,43.0,25.882352829,,,6.90999984741,,,,,,
795,6,2017-11-02T13:52:26.706Z,1781.0,44.0,25.882352829,,,6.90999984741,,,,,,
796,6,2017-11-02T13:52:27.706Z,1781.0,46.0,25.882352829,,,6.90999984741,,,,,,
797,6,2017-11-02T13:52:28.706Z,1434.0,46.0,25.882352829,,,6.69999980927,,,,,,
798,6,2017-11-02T13:52:28.806Z,1434.0,48.0,25.882352829,,,6.69999980927,,,,,,
799,6,2017-11-02T13:52:30.906Z,1506.0,48.0,25.882352829,,,10.3500003815,,,,,,
800,6,2017-11-02T13:52:31.006Z,1506.0,50.0,25.882352829,,,10.3500003815,,,,,,
801,6,2017-11-02T13:52:32.006Z,1506.0,50.0,45.8823547363,,,10.3500003815,,,,,,
802,6,2017-11-02T13:52:33.006Z,1534.0,50.0,45.8823547363,,,17.4099998474,,,,,,
803,6,2017-11-02T13:52:34.106Z,1534.0,50.0,45.8823547363,,,17.4099998474,,,,,,
804,6,2017-11-02T13:52:35.106Z,1517.0,50.0,45.8823547363,,,18.9699993134,,,,,,
805,6,2017-11-02T13:52:36.206Z,1517.0,49.0,45.8823547363,,,18.9699993134,,,,,,
806,6,2017-11-02T13:52:37.206Z,1475.0,48.0,80.7843170166,,,18.3299999237,,,,,,
807,6,2017-11-02T13:52:38.306Z,1475.0,47.0,80.7843170166,,,18.3299999237,,,,,,
808,6,2017-11-02T13:52:39.206Z,1414.0,47.0,80.7843170166,,,18.3299999237,,,,,,
809,6,2017-11-02T13:52:39.306Z,1414.0,46.0,80.7843170166,,,11.6599998474,,,,,,
810,6,2017-11-02T13:52:40.306Z,1414.0,44.0,80.7843170166,,,11.6599998474,,,,,,
811,6,2017-11-02T13:52:41.306Z,1300.0,44.0,80.7843170166,,,8.36999988556,,,,,,
812,6,2017-11-02T13:52:41.406Z,1300.0,43.0,80.7843170166,,,8.36999988556,,,,,,
813,6,2017-11-02T13:52:42.406Z,1300.0,41.0,36.0784301758,,,8.36999988556,,,,,,
814,6,2017-11-02T13:52:43.406Z,1221.0,41.0,36.0784301758,,,6.15000009537,,,,,,
815,6,2017-11-02T13:52:43.506Z,1221.0,40.0,36.0784301758,,,6.15000009537,,,,,,
816,6,2017-11-02T13:52:44.506Z,1221.0,40.0,36.0784301758,,,6.15000009537,,,,,,
817,6,2017-11-02T13:52:45.506Z,1216.0,40.0,36.0784301758,,,3.54999995232,,,,,,
818,6,2017-11-02T13:52:47.606Z,1236.0,40.0,20.0,,,3.70000004768,,,,,,
819,6,2017-11-02T13:52:48.706Z,1236.0,42.0,20.0,,,3.70000004768,,,,,,
820,6,2017-11-02T13:52:49.606Z,1292.0,42.0,20.0,,,3.70000004768,,,,,,
821,6,2017-11-02T13:52:49.706Z,1292.0,42.0,20.0,,,3.6099998951,,,,,,
822,6,2017-11-02T13:52:50.806Z,1292.0,43.0,20.0,,,3.6099998951,,,,,,
823,6,2017-11-02T13:52:51.706Z,1337.0,43.0,20.0,,,3.49000000954,,,,,,
824,6,2017-11-02T13:52:52.806Z,1337.0,45.0,16.4705886841,,,3.49000000954,,,,,,
825,6,2017-11-02T13:52:53.806Z,1380.0,45.0,16.4705886841,,,2.93000006676,,,,,,
826,6,2017-11-02T13:52:54.806Z,1380.0,45.0,16.4705886841,,,2.93000006676,,,,,,
827,6,2017-11-02T13:52:54.906Z,1380.0,46.0,16.4705886841,,,2.93000006676,,,,,,
828,6,2017-11-02T13:52:55.906Z,1402.0,46.0,16.4705886841,,,2.96000003815,,,,,,
829,6,2017-11-02T13:52:56.006Z,1402.0,45.0,16.4705886841,,,2.96000003815,,,,,,
830,6,2017-11-02T13:52:58.006Z,1372.0,45.0,14.509803772,,,2.99000000954,,,,,,
831,6,2017-11-02T13:53:00.106Z,1383.0,45.0,14.509803772,,,2.93000006676,,,,,,
832,6,2017-11-02T13:53:01.206Z,1383.0,47.0,14.509803772,,,2.93000006676,,,,,,
