session_id,ts,maf_gps,maf_30s
3,2018-03-26T18:06:33.719Z,7.13,7.13
3,2018-03-26T18:06:34.079Z,7.13,7.13
3,2018-03-26T18:06:35.009Z,8.58,7.61
3,2018-03-26T18:06:36.059Z,9.02,7.96
3,2018-03-26T18:06:37.079Z,9.97,8.37
3,2018-03-26T18:06:38.039Z,10.66,8.75
3,2018-03-26T18:06:39.059Z,8.97,8.78
3,2018-03-26T18:06:40.079Z,10.52,9.0
3,2018-03-26T18:06:41.009Z,11.22,9.24
3,2018-03-26T18:06:42.029Z,13.13,9.63
3,2018-03-26T18:06:43.050Z,13.66,10.0
3,2018-03-26T18:06:44.040Z,25.8,11.32
3,2018-03-26T18:06:45.090Z,13.19,11.46
3,2018-03-26T18:06:46.050Z,12.27,11.52
3,2018-03-26T18:06:47.069Z,12.66,11.59
3,2018-03-26T18:06:48.059Z,13.27,11.7
3,2018-03-26T18:06:49.019Z,13.05,11.78
3,2018-03-26T18:06:50.069Z,24.08,12.46
3,2018-03-26T18:06:51.090Z,7.86,12.22
3,2018-03-26T18:06:52.050Z,8.33,12.03
3,2018-03-26T18:06:53.069Z,7.8,11.82
3,2018-03-26T18:06:54.030Z,7.97,11.65
3,2018-03-26T18:06:55.079Z,8.36,11.51
3,2018-03-26T18:06:56.040Z,9.69,11.43
3,2018-03-26T18:06:57.029Z,7.69,11.28
3,2018-03-26T18:06:58.079Z,8.24,11.16
3,2018-03-26T18:06:59.040Z,8.08,11.05
3,2018-03-26T18:07:00.059Z,8.02,10.94
3,2018-03-26T18:07:01.079Z,7.97,10.84
3,2018-03-26T18:07:02.040Z,7.91,10.74
3,2018-03-26T18:07:03.029Z,7.47,10.64
3,2018-03-26T18:07:04.079Z,6.83,10.63
3,2018-03-26T18:07:05.069Z,7.41,10.63
3,2018-03-26T18:07:06.060Z,8.27,10.62
3,2018-03-26T18:07:07.049Z,15.52,10.83
3,2018-03-26T18:07:08.100Z,15.97,11.03
3,2018-03-26T18:07:09.000Z,15.97,11.2
3,2018-03-26T18:07:10.050Z,8.22,11.18
3,2018-03-26T18:07:11.100Z,8.02,11.09
3,2018-03-26T18:07:12.000Z,7.97,10.99
3,2018-03-26T18:07:13.049Z,7.97,10.82
3,2018-03-26T18:07:14.099Z,7.97,10.64
3,2018-03-26T18:07:15.149Z,7.11,10.04
3,2018-03-26T18:07:16.049Z,7.11,9.84
3,2018-03-26T18:07:17.039Z,8.49,9.72
3,2018-03-26T18:07:18.029Z,11.44,9.68
3,2018-03-26T18:07:19.139Z,11.44,9.62
3,2018-03-26T18:07:20.039Z,14.11,9.65
3,2018-03-26T18:07:21.030Z,9.91,9.2
3,2018-03-26T18:07:22.019Z,11.41,9.31
3,2018-03-26T18:07:23.069Z,10.38,9.38
3,2018-03-26T18:07:24.030Z,10.13,9.45
3,2018-03-26T18:07:25.018Z,10.19,9.52
3,2018-03-26T18:07:26.069Z,9.44,9.56
3,2018-03-26T18:07:27.089Z,15.47,9.75
3,2018-03-26T18:07:28.018Z,14.61,9.97
3,2018-03-26T18:07:29.039Z,7.86,9.96
3,2018-03-26T18:07:30.059Z,8.13,9.96
3,2018-03-26T18:07:31.019Z,7.69,9.95
3,2018-03-26T18:07:32.038Z,7.91,9.95
3,2018-03-26T18:07:33.059Z,7.97,9.95
3,2018-03-26T18:07:34.020Z,7.61,9.95
3,2018-03-26T18:07:35.008Z,9.05,10.02
3,2018-03-26T18:07:36.059Z,10.61,10.13
3,2018-03-26T18:07:37.019Z,9.19,10.16
3,2018-03-26T18:07:38.039Z,8.58,9.93
3,2018-03-26T18:07:39.059Z,9.27,9.72
3,2018-03-26T18:07:40.079Z,10.22,9.53
3,2018-03-26T18:07:41.009Z,12.13,9.66
3,2018-03-26T18:07:42.059Z,14.55,9.87
3,2018-03-26T18:07:43.019Z,17.91,10.19
3,2018-03-26T18:07:44.010Z,22.55,10.66
3,2018-03-26T18:07:45.059Z,19.88,11.04
3,2018-03-26T18:07:46.020Z,14.33,11.28
3,2018-03-26T18:07:47.009Z,13.69,11.49
3,2018-03-26T18:07:48.059Z,14.94,11.7
3,2018-03-26T18:07:49.020Z,28.97,12.26
3,2018-03-26T18:07:50.010Z,44.91,13.34
3,2018-03-26T18:07:51.059Z,11.99,13.27
3,2018-03-26T18:07:52.020Z,12.74,13.36
3,2018-03-26T18:07:53.008Z,11.38,13.36
3,2018-03-26T18:07:54.059Z,27.88,13.93
3,2018-03-26T18:07:55.020Z,26.58,14.46
3,2018-03-26T18:07:56.010Z,25.08,14.94
3,2018-03-26T18:07:57.060Z,24.55,15.43
3,2018-03-26T18:07:58.048Z,10.02,15.25
3,2018-03-26T18:07:59.009Z,13.3,15.21
3,2018-03-26T18:08:00.060Z,22.49,15.68
3,2018-03-26T18:08:01.050Z,21.08,16.1
3,2018-03-26T18:08:02.009Z,20.91,16.52
3,2018-03-26T18:08:03.060Z,20.36,16.93
3,2018-03-26T18:08:04.018Z,19.58,17.3
3,2018-03-26T18:08:05.069Z,8.27,17.32
3,2018-03-26T18:08:06.058Z,11.02,17.39
3,2018-03-26T18:08:07.049Z,20.55,17.71
3,2018-03-26T18:08:08.039Z,12.47,17.81
3,2018-03-26T18:08:09.028Z,11.72,17.91
3,2018-03-26T18:08:10.018Z,12.22,18.01
3,2018-03-26T18:08:11.009Z,12.77,18.09
3,2018-03-26T18:08:12.088Z,13.36,18.13
3,2018-03-26T18:08:13.079Z,23.77,18.43
3,2018-03-26T18:08:14.008Z,16.13,18.37
3,2018-03-26T18:08:15.028Z,11.69,18.02
3,2018-03-26T18:08:16.049Z,19.91,18.02
3,2018-03-26T18:08:17.039Z,18.41,18.15
3,2018-03-26T18:08:18.030Z,17.19,18.27
3,2018-03-26T18:08:19.018Z,16.11,18.3
3,2018-03-26T18:08:20.009Z,14.72,17.84
3,2018-03-26T18:08:21.088Z,6.8,16.61
3,2018-03-26T18:08:22.109Z,8.72,16.51
3,2018-03-26T18:08:23.008Z,8.88,16.38
3,2018-03-26T18:08:24.088Z,10.19,16.35
3,2018-03-26T18:08:25.078Z,11.47,15.82
3,2018-03-26T18:08:26.068Z,12.02,15.35
3,2018-03-26T18:08:27.088Z,12.58,14.94
3,2018-03-26T18:08:28.079Z,13.02,14.57
3,2018-03-26T18:08:29.070Z,13.05,14.67
3,2018-03-26T18:08:30.059Z,14.47,14.71
3,2018-03-26T18:08:31.048Z,13.52,14.42
3,2018-03-26T18:08:32.038Z,25.24,14.55
3,2018-03-26T18:08:33.028Z,13.66,14.32
3,2018-03-26T18:08:34.018Z,13.94,14.11
3,2018-03-26T18:08:35.008Z,23.63,14.24
3,2018-03-26T18:08:36.058Z,21.77,14.68
3,2018-03-26T18:08:37.048Z,9.52,14.63
3,2018-03-26T18:08:38.038Z,10.44,14.3
3,2018-03-26T18:08:39.028Z,10.41,14.24
3,2018-03-26T18:08:40.019Z,10.77,14.21
3,2018-03-26T18:08:41.008Z,10.83,14.16
3,2018-03-26T18:08:42.088Z,10.8,14.1
3,2018-03-26T18:08:43.078Z,11.02,14.02
3,2018-03-26T18:08:44.008Z,20.19,13.91
3,2018-03-26T18:08:45.059Z,19.83,14.03
3,2018-03-26T18:08:46.048Z,16.66,14.19
3,2018-03-26T18:08:47.008Z,9.36,13.85
3,2018-03-26T18:08:48.088Z,16.38,13.78
3,2018-03-26T18:08:49.048Z,14.38,13.69
3,2018-03-26T18:08:50.038Z,8.72,13.45
3,2018-03-26T18:08:51.088Z,8.33,13.25
3,2018-03-26T18:08:52.079Z,8.38,13.3
3,2018-03-26T18:08:53.038Z,8.97,13.3
3,2018-03-26T18:08:54.029Z,9.58,13.33
3,2018-03-26T18:08:55.049Z,9.24,13.3
3,2018-03-26T18:08:56.038Z,9.97,13.25
3,2018-03-26T18:08:57.000Z,12.63,13.27
3,2018-03-26T18:08:58.018Z,37.69,14.08
3,2018-03-26T18:08:59.069Z,20.33,14.31
3,2018-03-26T18:09:00.059Z,13.91,14.34
3,2018-03-26T18:09:01.048Z,15.11,14.36
3,2018-03-26T18:09:02.009Z,10.8,14.27
3,2018-03-26T18:09:03.058Z,14.05,13.91
3,2018-03-26T18:09:04.048Z,14.69,13.95
3,2018-03-26T18:09:05.039Z,12.47,13.9
3,2018-03-26T18:09:06.088Z,23.47,13.89
3,2018-03-26T18:09:07.078Z,22.55,13.92
3,2018-03-26T18:09:08.038Z,9.27,13.91
3,2018-03-26T18:09:09.028Z,14.22,14.03
3,2018-03-26T18:09:10.048Z,13.08,14.12
3,2018-03-26T18:09:11.040Z,11.8,14.15
3,2018-03-26T18:09:12.029Z,13.02,14.22
3,2018-03-26T18:09:13.078Z,22.05,14.59
3,2018-03-26T18:09:14.038Z,21.22,14.91
3,2018-03-26T18:09:15.029Z,20.72,14.93
3,2018-03-26T18:09:16.078Z,19.83,14.93
3,2018-03-26T18:09:17.008Z,19.13,15.01
3,2018-03-26T18:09:18.029Z,8.72,14.99
3,2018-03-26T18:09:19.078Z,8.97,14.75
3,2018-03-26T18:09:20.068Z,9.86,14.61
3,2018-03-26T18:09:21.028Z,11.94,14.71
3,2018-03-26T18:09:22.048Z,10.44,14.78
3,2018-03-26T18:09:23.069Z,10.77,14.85
3,2018-03-26T18:09:24.029Z,11.11,14.92
3,2018-03-26T18:09:25.079Z,11.44,14.98
3,2018-03-26T18:09:26.039Z,11.22,15.05
3,2018-03-26T18:09:27.028Z,10.94,15.08
3,2018-03-26T18:09:28.048Z,12.47,15.07
3,2018-03-26T18:09:29.069Z,11.27,14.22
3,2018-03-26T18:09:30.088Z,12.49,13.97
3,2018-03-26T18:09:31.018Z,19.52,14.15
3,2018-03-26T18:09:32.068Z,22.86,14.4
3,2018-03-26T18:09:33.088Z,22.27,14.77
3,2018-03-26T18:09:34.018Z,21.52,15.01
3,2018-03-26T18:09:35.069Z,19.94,15.18
3,2018-03-26T18:09:36.030Z,19.52,15.41
3,2018-03-26T18:09:37.078Z,18.66,15.25
3,2018-03-26T18:09:38.068Z,18.05,15.11
3,2018-03-26T18:09:39.088Z,16.61,15.34
3,2018-03-26T18:09:40.018Z,16.19,15.41
3,2018-03-26T18:09:41.068Z,15.77,15.49
3,2018-03-26T18:09:42.030Z,14.86,15.59
3,2018-03-26T18:09:43.018Z,10.22,15.5
3,2018-03-26T18:09:44.068Z,12.99,15.21
3,2018-03-26T18:09:45.059Z,18.38,15.12
3,2018-03-26T18:09:46.018Z,16.99,15.0
3,2018-03-26T18:09:47.068Z,15.41,14.86
3,2018-03-26T18:09:48.089Z,14.24,14.7
3,2018-03-26T18:09:49.018Z,27.08,15.29
3,2018-03-26T18:09:50.068Z,14.16,15.46
3,2018-03-26T18:09:51.030Z,23.49,15.9
3,2018-03-26T18:09:52.018Z,33.11,16.58
3,2018-03-26T18:09:53.069Z,16.24,16.77
3,2018-03-26T18:09:54.030Z,12.47,16.82
3,2018-03-26T18:09:55.018Z,11.3,16.83
3,2018-03-26T18:09:56.068Z,10.88,16.81
3,2018-03-26T18:09:57.058Z,12.91,16.86
3,2018-03-26T18:09:58.048Z,12.24,16.91
3,2018-03-26T18:09:59.038Z,12.83,16.92
3,2018-03-26T18:10:00.059Z,13.47,16.99
3,2018-03-26T18:10:01.048Z,22.16,17.3
3,2018-03-26T18:10:02.038Z,24.02,17.45
3,2018-03-26T18:10:03.028Z,22.52,17.44
3,2018-03-26T18:10:04.018Z,21.52,17.41
3,2018-03-26T18:10:05.008Z,20.88,17.39
3,2018-03-26T18:10:06.088Z,8.49,17.02
3,2018-03-26T18:10:07.078Z,11.16,16.75
3,2018-03-26T18:10:08.008Z,10.38,16.48
3,2018-03-26T18:10:09.028Z,9.94,16.22
3,2018-03-26T18:10:10.048Z,14.83,16.17
3,2018-03-26T18:10:11.008Z,8.38,15.91
3,2018-03-26T18:10:12.088Z,8.52,15.68
3,2018-03-26T18:10:13.078Z,10.83,15.55
3,2018-03-26T18:10:14.008Z,11.86,15.6
3,2018-03-26T18:10:15.028Z,9.16,15.48
3,2018-03-26T18:10:16.048Z,10.27,15.22
3,2018-03-26T18:10:17.068Z,8.58,14.95
3,2018-03-26T18:10:18.029Z,9.05,14.74
3,2018-03-26T18:10:19.018Z,10.52,14.62
3,2018-03-26T18:10:20.008Z,9.58,14.06
3,2018-03-26T18:10:21.088Z,10.77,13.95
3,2018-03-26T18:10:22.079Z,10.77,13.54
3,2018-03-26T18:10:23.069Z,10.36,12.8
3,2018-03-26T18:10:24.059Z,9.8,12.6
3,2018-03-26T18:10:25.048Z,10.05,12.52
3,2018-03-26T18:10:26.038Z,18.88,12.76
3,2018-03-26T18:10:27.088Z,18.38,13.0
3,2018-03-26T18:10:28.078Z,7.99,12.84
3,2018-03-26T18:10:29.069Z,9.02,12.74
3,2018-03-26T18:10:30.058Z,8.91,12.61
3,2018-03-26T18:10:31.048Z,9.13,12.47
3,2018-03-26T18:10:32.038Z,15.72,12.27
4,2018-03-21T19:09:16.713Z,0.88,0.88
4,2018-03-21T19:09:17.073Z,0.88,0.88
4,2018-03-21T19:09:18.004Z,0.88,0.88
4,2018-03-21T19:09:19.053Z,0.88,0.88
4,2018-03-21T19:09:20.044Z,0.88,0.88
4,2018-03-21T19:09:21.063Z,0.88,0.88
4,2018-03-21T19:09:22.053Z,0.88,0.88
4,2018-03-21T19:09:23.043Z,0.88,0.88
4,2018-03-21T19:09:24.003Z,0.88,0.88
4,2018-03-21T19:09:25.053Z,0.88,0.88
4,2018-03-21T19:09:26.043Z,0.88,0.88
4,2018-03-21T19:09:27.003Z,0.88,0.88
4,2018-03-21T19:09:28.054Z,0.88,0.88
4,2018-03-21T19:09:29.043Z,19.94,2.24
4,2018-03-21T19:09:30.033Z,16.02,3.16
4,2018-03-21T19:09:31.083Z,15.58,3.94
4,2018-03-21T19:09:32.014Z,15.33,4.61
4,2018-03-21T19:09:33.033Z,15.91,5.23
4,2018-03-21T19:09:34.054Z,16.72,5.84
4,2018-03-21T19:09:35.012Z,16.52,6.37
4,2018-03-21T19:09:36.003Z,16.94,6.88
4,2018-03-21T19:09:37.083Z,15.86,7.28
